文件名	全国图鉴编号	形态编号	性别编号	极巨化状态	霜奶仙编号	前后状态	异色状态	神奇宝贝百科编号
poke_icon_0588_000_mf_n_00000000_f_n^u.png	588	0	mf	n	00000000	f	n	588
poke_icon_0589_000_mf_n_00000000_f_n^u.png	589	0	mf	n	00000000	f	n	589
poke_icon_0590_000_mf_n_00000000_f_n^u.png	590	0	mf	n	00000000	f	n	590
poke_icon_0591_000_mf_n_00000000_f_n^u.png	591	0	mf	n	00000000	f	n	591
poke_icon_0592_000_fd_n_00000000_f_n^u.png	592	0	fd	n	00000000	f	n	592F
poke_icon_0592_000_md_n_00000000_f_n^u.png	592	0	md	n	00000000	f	n	592
poke_icon_0593_000_fd_n_00000000_f_n^u.png	593	0	fd	n	00000000	f	n	593F
poke_icon_0593_000_md_n_00000000_f_n^u.png	593	0	md	n	00000000	f	n	593
poke_icon_0594_000_mf_n_00000000_f_n^u.png	594	0	mf	n	00000000	f	n	594
poke_icon_0595_000_mf_n_00000000_f_n^u.png	595	0	mf	n	00000000	f	n	595
poke_icon_0596_000_mf_n_00000000_f_n^u.png	596	0	mf	n	00000000	f	n	596
poke_icon_0597_000_mf_n_00000000_f_n^u.png	597	0	mf	n	00000000	f	n	597
poke_icon_0598_000_mf_n_00000000_f_n^u.png	598	0	mf	n	00000000	f	n	598
poke_icon_0599_000_uk_n_00000000_f_n^u.png	599	0	uk	n	00000000	f	n	599
poke_icon_0600_000_uk_n_00000000_f_n^u.png	600	0	uk	n	00000000	f	n	600
poke_icon_0601_000_uk_n_00000000_f_n^u.png	601	0	uk	n	00000000	f	n	601
poke_icon_0602_000_mf_n_00000000_f_n^u.png	602	0	mf	n	00000000	f	n	602
poke_icon_0603_000_mf_n_00000000_f_n^u.png	603	0	mf	n	00000000	f	n	603
poke_icon_0604_000_mf_n_00000000_f_n^u.png	604	0	mf	n	00000000	f	n	604
poke_icon_0605_000_mf_n_00000000_f_n^u.png	605	0	mf	n	00000000	f	n	605
poke_icon_0606_000_mf_n_00000000_f_n^u.png	606	0	mf	n	00000000	f	n	606
poke_icon_0607_000_mf_n_00000000_f_n^u.png	607	0	mf	n	00000000	f	n	607
poke_icon_0608_000_mf_n_00000000_f_n^u.png	608	0	mf	n	00000000	f	n	608
poke_icon_0609_000_mf_n_00000000_f_n^u.png	609	0	mf	n	00000000	f	n	609
poke_icon_0610_000_mf_n_00000000_f_n^u.png	610	0	mf	n	00000000	f	n	610
poke_icon_0611_000_mf_n_00000000_f_n^u.png	611	0	mf	n	00000000	f	n	611
poke_icon_0612_000_mf_n_00000000_f_n^u.png	612	0	mf	n	00000000	f	n	612
poke_icon_0613_000_mf_n_00000000_f_n^u.png	613	0	mf	n	00000000	f	n	613
poke_icon_0614_000_mf_n_00000000_f_n^u.png	614	0	mf	n	00000000	f	n	614
poke_icon_0615_000_uk_n_00000000_f_n^u.png	615	0	uk	n	00000000	f	n	615
poke_icon_0616_000_mf_n_00000000_f_n^u.png	616	0	mf	n	00000000	f	n	616
poke_icon_0617_000_mf_n_00000000_f_n^u.png	617	0	mf	n	00000000	f	n	617
poke_icon_0618_000_mf_n_00000000_f_n^u.png	618	0	mf	n	00000000	f	n	618
poke_icon_0618_001_mf_n_00000000_f_n^u.png	618	1	mf	n	00000000	f	n	618G
poke_icon_0619_000_mf_n_00000000_f_n^u.png	619	0	mf	n	00000000	f	n	619
poke_icon_0620_000_mf_n_00000000_f_n^u.png	620	0	mf	n	00000000	f	n	620
poke_icon_0621_000_mf_n_00000000_f_n^u.png	621	0	mf	n	00000000	f	n	621
poke_icon_0622_000_uk_n_00000000_f_n^u.png	622	0	uk	n	00000000	f	n	622
poke_icon_0623_000_uk_n_00000000_f_n^u.png	623	0	uk	n	00000000	f	n	623
poke_icon_0624_000_mf_n_00000000_f_n^u.png	624	0	mf	n	00000000	f	n	624
poke_icon_0625_000_mf_n_00000000_f_n^u.png	625	0	mf	n	00000000	f	n	625
poke_icon_0626_000_mf_n_00000000_f_n^u.png	626	0	mf	n	00000000	f	n	626
poke_icon_0627_000_mo_n_00000000_f_n^u.png	627	0	mo	n	00000000	f	n	627
poke_icon_0628_000_mo_n_00000000_f_n^u.png	628	0	mo	n	00000000	f	n	628
poke_icon_0628_001_mo_n_00000000_f_n^u.png	628	1	mo	n	00000000	f	n	628H
poke_icon_0629_000_fo_n_00000000_f_n^u.png	629	0	fo	n	00000000	f	n	629
poke_icon_0630_000_fo_n_00000000_f_n^u.png	630	0	fo	n	00000000	f	n	630
poke_icon_0631_000_mf_n_00000000_f_n^u.png	631	0	mf	n	00000000	f	n	631
poke_icon_0632_000_mf_n_00000000_f_n^u.png	632	0	mf	n	00000000	f	n	632
poke_icon_0633_000_mf_n_00000000_f_n^u.png	633	0	mf	n	00000000	f	n	633
poke_icon_0634_000_mf_n_00000000_f_n^u.png	634	0	mf	n	00000000	f	n	634
poke_icon_0635_000_mf_n_00000000_f_n^u.png	635	0	mf	n	00000000	f	n	635
poke_icon_0636_000_mf_n_00000000_f_n^u.png	636	0	mf	n	00000000	f	n	636
poke_icon_0637_000_mf_n_00000000_f_n^u.png	637	0	mf	n	00000000	f	n	637
poke_icon_0638_000_uk_n_00000000_f_n^u.png	638	0	uk	n	00000000	f	n	638
poke_icon_0639_000_uk_n_00000000_f_n^u.png	639	0	uk	n	00000000	f	n	639
poke_icon_0640_000_uk_n_00000000_f_n^u.png	640	0	uk	n	00000000	f	n	640
poke_icon_0641_000_mo_n_00000000_f_n^u.png	641	0	mo	n	00000000	f	n	641
poke_icon_0641_001_mo_n_00000000_f_n^u.png	641	1	mo	n	00000000	f	n	641T
poke_icon_0642_000_mo_n_00000000_f_n^u.png	642	0	mo	n	00000000	f	n	642
poke_icon_0642_001_mo_n_00000000_f_n^u.png	642	1	mo	n	00000000	f	n	642T
poke_icon_0643_000_uk_n_00000000_f_n^u.png	643	0	uk	n	00000000	f	n	643
poke_icon_0644_000_uk_n_00000000_f_n^u.png	644	0	uk	n	00000000	f	n	644
poke_icon_0645_000_mo_n_00000000_f_n^u.png	645	0	mo	n	00000000	f	n	645
poke_icon_0645_001_mo_n_00000000_f_n^u.png	645	1	mo	n	00000000	f	n	645T
poke_icon_0646_000_uk_n_00000000_f_n^u.png	646	0	uk	n	00000000	f	n	646
poke_icon_0646_001_uk_n_00000000_f_n^u.png	646	1	uk	n	00000000	f	n	646W
poke_icon_0646_002_uk_n_00000000_f_n^u.png	646	2	uk	n	00000000	f	n	646B
poke_icon_0647_000_uk_n_00000000_f_n^u.png	647	0	uk	n	00000000	f	n	647
poke_icon_0647_001_uk_n_00000000_f_n^u.png	647	1	uk	n	00000000	f	n	647R
poke_icon_0648_000_uk_n_00000000_f_n^u.png	648	0	uk	n	00000000	f	n	648
poke_icon_0648_001_uk_n_00000000_f_n^u.png	648	1	uk	n	00000000	f	n	648P
poke_icon_0649_000_uk_n_00000000_f_n^u.png	649	0	uk	n	00000000	f	n	649
poke_icon_0649_001_uk_n_00000000_f_n^u.png	649	1	uk	n	00000000	f	n	649S
poke_icon_0649_002_uk_n_00000000_f_n^u.png	649	2	uk	n	00000000	f	n	649B
poke_icon_0649_003_uk_n_00000000_f_n^u.png	649	3	uk	n	00000000	f	n	649C
poke_icon_0649_004_uk_n_00000000_f_n^u.png	649	4	uk	n	00000000	f	n	649D
poke_icon_0650_000_mf_n_00000000_f_n^u.png	650	0	mf	n	00000000	f	n	650
poke_icon_0651_000_mf_n_00000000_f_n^u.png	651	0	mf	n	00000000	f	n	651
poke_icon_0652_000_mf_n_00000000_f_n^u.png	652	0	mf	n	00000000	f	n	652
poke_icon_0653_000_mf_n_00000000_f_n^u.png	653	0	mf	n	00000000	f	n	653
poke_icon_0654_000_mf_n_00000000_f_n^u.png	654	0	mf	n	00000000	f	n	654
poke_icon_0655_000_mf_n_00000000_f_n^u.png	655	0	mf	n	00000000	f	n	655
poke_icon_0656_000_mf_n_00000000_f_n^u.png	656	0	mf	n	00000000	f	n	656
poke_icon_0657_000_mf_n_00000000_f_n^u.png	657	0	mf	n	00000000	f	n	657
poke_icon_0658_000_mf_n_00000000_f_n^u.png	658	0	mf	n	00000000	f	n	658
poke_icon_0658_002_mo_n_00000000_f_n^u.png	658	2	mo	n	00000000	f	n	658A
poke_icon_0659_000_mf_n_00000000_f_n^u.png	659	0	mf	n	00000000	f	n	659
poke_icon_0660_000_mf_n_00000000_f_n^u.png	660	0	mf	n	00000000	f	n	660
poke_icon_0661_000_mf_n_00000000_f_n^u.png	661	0	mf	n	00000000	f	n	661
poke_icon_0662_000_mf_n_00000000_f_n^u.png	662	0	mf	n	00000000	f	n	662
poke_icon_0663_000_mf_n_00000000_f_n^u.png	663	0	mf	n	00000000	f	n	663
poke_icon_0664_000_mf_n_00000000_f_n^u.png	664	0	mf	n	00000000	f	n	664
poke_icon_0665_000_mf_n_00000000_f_n^u.png	665	0	mf	n	00000000	f	n	665
poke_icon_0666_000_mf_n_00000000_f_n^u.png	666	0	mf	n	00000000	f	n	666Icy
poke_icon_0666_001_mf_n_00000000_f_n^u.png	666	1	mf	n	00000000	f	n	666Pol
poke_icon_0666_002_mf_n_00000000_f_n^u.png	666	2	mf	n	00000000	f	n	666Tun
poke_icon_0666_003_mf_n_00000000_f_n^u.png	666	3	mf	n	00000000	f	n	666Con
poke_icon_0666_004_mf_n_00000000_f_n^u.png	666	4	mf	n	00000000	f	n	666Gar
poke_icon_0666_005_mf_n_00000000_f_n^u.png	666	5	mf	n	00000000	f	n	666Ele
poke_icon_0666_006_mf_n_00000000_f_n^u.png	666	6	mf	n	00000000	f	n	666
poke_icon_0666_007_mf_n_00000000_f_n^u.png	666	7	mf	n	00000000	f	n	666Mod
poke_icon_0666_008_mf_n_00000000_f_n^u.png	666	8	mf	n	00000000	f	n	666Mar
poke_icon_0666_009_mf_n_00000000_f_n^u.png	666	9	mf	n	00000000	f	n	666Arc
poke_icon_0666_010_mf_n_00000000_f_n^u.png	666	10	mf	n	00000000	f	n	666Hig
poke_icon_0666_011_mf_n_00000000_f_n^u.png	666	11	mf	n	00000000	f	n	666San
poke_icon_0666_012_mf_n_00000000_f_n^u.png	666	12	mf	n	00000000	f	n	666Riv
poke_icon_0666_013_mf_n_00000000_f_n^u.png	666	13	mf	n	00000000	f	n	666Mon
poke_icon_0666_014_mf_n_00000000_f_n^u.png	666	14	mf	n	00000000	f	n	666Sav
poke_icon_0666_015_mf_n_00000000_f_n^u.png	666	15	mf	n	00000000	f	n	666Sun
poke_icon_0666_016_mf_n_00000000_f_n^u.png	666	16	mf	n	00000000	f	n	666Oce
poke_icon_0666_017_mf_n_00000000_f_n^u.png	666	17	mf	n	00000000	f	n	666Jun
poke_icon_0666_018_mf_n_00000000_f_n^u.png	666	18	mf	n	00000000	f	n	666Fan
poke_icon_0666_019_mf_n_00000000_f_n^u.png	666	19	mf	n	00000000	f	n	666Pok
poke_icon_0667_000_mf_n_00000000_f_n^u.png	667	0	mf	n	00000000	f	n	667
poke_icon_0668_000_fd_n_00000000_f_n^u.png	668	0	fd	n	00000000	f	n	668F
poke_icon_0668_000_md_n_00000000_f_n^u.png	668	0	md	n	00000000	f	n	668
poke_icon_0669_000_fo_n_00000000_f_n^u.png	669	0	fo	n	00000000	f	n	669
poke_icon_0669_001_fo_n_00000000_f_n^u.png	669	1	fo	n	00000000	f	n	669Y
poke_icon_0669_002_fo_n_00000000_f_n^u.png	669	2	fo	n	00000000	f	n	669O
poke_icon_0669_003_fo_n_00000000_f_n^u.png	669	3	fo	n	00000000	f	n	669B
poke_icon_0669_004_fo_n_00000000_f_n^u.png	669	4	fo	n	00000000	f	n	669W
poke_icon_0670_000_fo_n_00000000_f_n^u.png	670	0	fo	n	00000000	f	n	670
poke_icon_0670_001_fo_n_00000000_f_n^u.png	670	1	fo	n	00000000	f	n	670Y
poke_icon_0670_002_fo_n_00000000_f_n^u.png	670	2	fo	n	00000000	f	n	670O
poke_icon_0670_003_fo_n_00000000_f_n^u.png	670	3	fo	n	00000000	f	n	670B
poke_icon_0670_004_fo_n_00000000_f_n^u.png	670	4	fo	n	00000000	f	n	670W
poke_icon_0671_000_fo_n_00000000_f_n^u.png	671	0	fo	n	00000000	f	n	671
poke_icon_0671_001_fo_n_00000000_f_n^u.png	671	1	fo	n	00000000	f	n	671Y
poke_icon_0671_002_fo_n_00000000_f_n^u.png	671	2	fo	n	00000000	f	n	671O
poke_icon_0671_003_fo_n_00000000_f_n^u.png	671	3	fo	n	00000000	f	n	671B
poke_icon_0671_004_fo_n_00000000_f_n^u.png	671	4	fo	n	00000000	f	n	671W
poke_icon_0672_000_mf_n_00000000_f_n^u.png	672	0	mf	n	00000000	f	n	672
poke_icon_0673_000_mf_n_00000000_f_n^u.png	673	0	mf	n	00000000	f	n	673
poke_icon_0674_000_mf_n_00000000_f_n^u.png	674	0	mf	n	00000000	f	n	674
poke_icon_0675_000_mf_n_00000000_f_n^u.png	675	0	mf	n	00000000	f	n	675
poke_icon_0676_000_mf_n_00000000_f_n^u.png	676	0	mf	n	00000000	f	n	676
poke_icon_0676_001_mf_n_00000000_f_n^u.png	676	1	mf	n	00000000	f	n	676He
poke_icon_0676_002_mf_n_00000000_f_n^u.png	676	2	mf	n	00000000	f	n	676St
poke_icon_0676_003_mf_n_00000000_f_n^u.png	676	3	mf	n	00000000	f	n	676Di
poke_icon_0676_004_mf_n_00000000_f_n^u.png	676	4	mf	n	00000000	f	n	676De
poke_icon_0676_005_mf_n_00000000_f_n^u.png	676	5	mf	n	00000000	f	n	676Ma
poke_icon_0676_006_mf_n_00000000_f_n^u.png	676	6	mf	n	00000000	f	n	676Da
poke_icon_0676_007_mf_n_00000000_f_n^u.png	676	7	mf	n	00000000	f	n	676La
poke_icon_0676_008_mf_n_00000000_f_n^u.png	676	8	mf	n	00000000	f	n	676Ka
poke_icon_0676_009_mf_n_00000000_f_n^u.png	676	9	mf	n	00000000	f	n	676Ph
poke_icon_0677_000_mf_n_00000000_f_n^u.png	677	0	mf	n	00000000	f	n	677
poke_icon_0678_000_mo_n_00000000_f_n^u.png	678	0	mo	n	00000000	f	n	678
poke_icon_0678_001_fo_n_00000000_f_n^u.png	678	1	fo	n	00000000	f	n	678F
poke_icon_0679_000_mf_n_00000000_f_n^u.png	679	0	mf	n	00000000	f	n	679
poke_icon_0680_000_mf_n_00000000_f_n^u.png	680	0	mf	n	00000000	f	n	680
poke_icon_0681_000_mf_n_00000000_f_n^u.png	681	0	mf	n	00000000	f	n	681
poke_icon_0681_001_mf_n_00000000_f_n^u.png	681	1	mf	n	00000000	f	n	681B
poke_icon_0682_000_mf_n_00000000_f_n^u.png	682	0	mf	n	00000000	f	n	682
poke_icon_0683_000_mf_n_00000000_f_n^u.png	683	0	mf	n	00000000	f	n	683
poke_icon_0684_000_mf_n_00000000_f_n^u.png	684	0	mf	n	00000000	f	n	684
poke_icon_0685_000_mf_n_00000000_f_n^u.png	685	0	mf	n	00000000	f	n	685
poke_icon_0686_000_mf_n_00000000_f_n^u.png	686	0	mf	n	00000000	f	n	686
poke_icon_0687_000_mf_n_00000000_f_n^u.png	687	0	mf	n	00000000	f	n	687
poke_icon_0688_000_mf_n_00000000_f_n^u.png	688	0	mf	n	00000000	f	n	688
poke_icon_0689_000_mf_n_00000000_f_n^u.png	689	0	mf	n	00000000	f	n	689
poke_icon_0690_000_mf_n_00000000_f_n^u.png	690	0	mf	n	00000000	f	n	690
poke_icon_0691_000_mf_n_00000000_f_n^u.png	691	0	mf	n	00000000	f	n	691
poke_icon_0692_000_mf_n_00000000_f_n^u.png	692	0	mf	n	00000000	f	n	692
poke_icon_0693_000_mf_n_00000000_f_n^u.png	693	0	mf	n	00000000	f	n	693
poke_icon_0694_000_mf_n_00000000_f_n^u.png	694	0	mf	n	00000000	f	n	694
poke_icon_0695_000_mf_n_00000000_f_n^u.png	695	0	mf	n	00000000	f	n	695
poke_icon_0696_000_mf_n_00000000_f_n^u.png	696	0	mf	n	00000000	f	n	696
poke_icon_0697_000_mf_n_00000000_f_n^u.png	697	0	mf	n	00000000	f	n	697
poke_icon_0698_000_mf_n_00000000_f_n^u.png	698	0	mf	n	00000000	f	n	698
poke_icon_0699_000_mf_n_00000000_f_n^u.png	699	0	mf	n	00000000	f	n	699
poke_icon_0700_000_mf_n_00000000_f_n^u.png	700	0	mf	n	00000000	f	n	700
poke_icon_0701_000_mf_n_00000000_f_n^u.png	701	0	mf	n	00000000	f	n	701
poke_icon_0702_000_mf_n_00000000_f_n^u.png	702	0	mf	n	00000000	f	n	702
poke_icon_0703_000_uk_n_00000000_f_n^u.png	703	0	uk	n	00000000	f	n	703
poke_icon_0704_000_mf_n_00000000_f_n^u.png	704	0	mf	n	00000000	f	n	704
poke_icon_0705_000_mf_n_00000000_f_n^u.png	705	0	mf	n	00000000	f	n	705
poke_icon_0705_001_mf_n_00000000_f_n^u.png	705	1	mf	n	00000000	f	n	705H
poke_icon_0706_000_mf_n_00000000_f_n^u.png	706	0	mf	n	00000000	f	n	706
poke_icon_0706_001_mf_n_00000000_f_n^u.png	706	1	mf	n	00000000	f	n	706H
poke_icon_0707_000_mf_n_00000000_f_n^u.png	707	0	mf	n	00000000	f	n	707
poke_icon_0708_000_mf_n_00000000_f_n^u.png	708	0	mf	n	00000000	f	n	708
poke_icon_0709_000_mf_n_00000000_f_n^u.png	709	0	mf	n	00000000	f	n	709
poke_icon_0710_000_mf_n_00000000_f_n^u.png	710	0	mf	n	00000000	f	n	710
poke_icon_0710_001_mf_n_00000000_f_n^u.png	710	1	mf	n	00000000	f	n	710S
poke_icon_0710_002_mf_n_00000000_f_n^u.png	710	2	mf	n	00000000	f	n	710L
poke_icon_0710_003_mf_n_00000000_f_n^u.png	710	3	mf	n	00000000	f	n	710XL
poke_icon_0711_000_mf_n_00000000_f_n^u.png	711	0	mf	n	00000000	f	n	711
poke_icon_0711_001_mf_n_00000000_f_n^u.png	711	1	mf	n	00000000	f	n	711S
poke_icon_0711_002_mf_n_00000000_f_n^u.png	711	2	mf	n	00000000	f	n	711L
poke_icon_0711_003_mf_n_00000000_f_n^u.png	711	3	mf	n	00000000	f	n	711XL
poke_icon_0712_000_mf_n_00000000_f_n^u.png	712	0	mf	n	00000000	f	n	712
poke_icon_0713_000_mf_n_00000000_f_n^u.png	713	0	mf	n	00000000	f	n	713
poke_icon_0713_001_mf_n_00000000_f_n^u.png	713	1	mf	n	00000000	f	n	713H
poke_icon_0714_000_mf_n_00000000_f_n^u.png	714	0	mf	n	00000000	f	n	714
poke_icon_0715_000_mf_n_00000000_f_n^u.png	715	0	mf	n	00000000	f	n	715
poke_icon_0716_000_uk_n_00000000_f_n^u.png	716	0	uk	n	00000000	f	n	716N
poke_icon_0716_001_uk_n_00000000_f_n^u.png	716	1	uk	n	00000000	f	n	716
poke_icon_0717_000_uk_n_00000000_f_n^u.png	717	0	uk	n	00000000	f	n	717
poke_icon_0718_000_uk_n_00000000_f_n^u.png	718	0	uk	n	00000000	f	n	718
poke_icon_0718_001_uk_n_00000000_f_n^u.png	718	1	uk	n	00000000	f	n	718T
poke_icon_0718_004_uk_n_00000000_f_n^u.png	718	4	uk	n	00000000	f	n	718C
poke_icon_0719_000_uk_n_00000000_f_n^u.png	719	0	uk	n	00000000	f	n	719
poke_icon_0719_001_uk_n_00000000_f_n^u.png	719	1	uk	n	00000000	f	n	719M
poke_icon_0720_000_uk_n_00000000_f_n^u.png	720	0	uk	n	00000000	f	n	720
poke_icon_0720_001_uk_n_00000000_f_n^u.png	720	1	uk	n	00000000	f	n	720U
poke_icon_0721_000_uk_n_00000000_f_n^u.png	721	0	uk	n	00000000	f	n	721
poke_icon_0722_000_mf_n_00000000_f_n^u.png	722	0	mf	n	00000000	f	n	722
poke_icon_0723_000_mf_n_00000000_f_n^u.png	723	0	mf	n	00000000	f	n	723
poke_icon_0724_000_mf_n_00000000_f_n^u.png	724	0	mf	n	00000000	f	n	724
poke_icon_0724_001_mf_n_00000000_f_n^u.png	724	1	mf	n	00000000	f	n	724H
poke_icon_0725_000_mf_n_00000000_f_n^u.png	725	0	mf	n	00000000	f	n	725
poke_icon_0726_000_mf_n_00000000_f_n^u.png	726	0	mf	n	00000000	f	n	726
poke_icon_0727_000_mf_n_00000000_f_n^u.png	727	0	mf	n	00000000	f	n	727
poke_icon_0728_000_mf_n_00000000_f_n^u.png	728	0	mf	n	00000000	f	n	728
poke_icon_0729_000_mf_n_00000000_f_n^u.png	729	0	mf	n	00000000	f	n	729
poke_icon_0730_000_mf_n_00000000_f_n^u.png	730	0	mf	n	00000000	f	n	730
poke_icon_0731_000_mf_n_00000000_f_n^u.png	731	0	mf	n	00000000	f	n	731
poke_icon_0732_000_mf_n_00000000_f_n^u.png	732	0	mf	n	00000000	f	n	732
poke_icon_0733_000_mf_n_00000000_f_n^u.png	733	0	mf	n	00000000	f	n	733
poke_icon_0734_000_mf_n_00000000_f_n^u.png	734	0	mf	n	00000000	f	n	734
poke_icon_0735_000_mf_n_00000000_f_n^u.png	735	0	mf	n	00000000	f	n	735
poke_icon_0736_000_mf_n_00000000_f_n^u.png	736	0	mf	n	00000000	f	n	736
poke_icon_0737_000_mf_n_00000000_f_n^u.png	737	0	mf	n	00000000	f	n	737
poke_icon_0738_000_mf_n_00000000_f_n^u.png	738	0	mf	n	00000000	f	n	738
poke_icon_0739_000_mf_n_00000000_f_n^u.png	739	0	mf	n	00000000	f	n	739
poke_icon_0740_000_mf_n_00000000_f_n^u.png	740	0	mf	n	00000000	f	n	740
poke_icon_0741_000_mf_n_00000000_f_n^u.png	741	0	mf	n	00000000	f	n	741
poke_icon_0741_001_mf_n_00000000_f_n^u.png	741	1	mf	n	00000000	f	n	741Po
poke_icon_0741_002_mf_n_00000000_f_n^u.png	741	2	mf	n	00000000	f	n	741Pa
poke_icon_0741_003_mf_n_00000000_f_n^u.png	741	3	mf	n	00000000	f	n	741Se
poke_icon_0742_000_mf_n_00000000_f_n^u.png	742	0	mf	n	00000000	f	n	742
poke_icon_0743_000_mf_n_00000000_f_n^u.png	743	0	mf	n	00000000	f	n	743
poke_icon_0744_000_mf_n_00000000_f_n^u.png	744	0	mf	n	00000000	f	n	744
poke_icon_0745_000_mf_n_00000000_f_n^u.png	745	0	mf	n	00000000	f	n	745
poke_icon_0745_001_mf_n_00000000_f_n^u.png	745	1	mf	n	00000000	f	n	745Mn
poke_icon_0745_002_mf_n_00000000_f_n^u.png	745	2	mf	n	00000000	f	n	745D
poke_icon_0746_000_mf_n_00000000_f_n^u.png	746	0	mf	n	00000000	f	n	746
poke_icon_0746_001_mf_n_00000000_f_n^u.png	746	1	mf	n	00000000	f	n	746Sc
poke_icon_0747_000_mf_n_00000000_f_n^u.png	747	0	mf	n	00000000	f	n	747
poke_icon_0748_000_mf_n_00000000_f_n^u.png	748	0	mf	n	00000000	f	n	748
poke_icon_0749_000_mf_n_00000000_f_n^u.png	749	0	mf	n	00000000	f	n	749
poke_icon_0750_000_mf_n_00000000_f_n^u.png	750	0	mf	n	00000000	f	n	750
poke_icon_0751_000_mf_n_00000000_f_n^u.png	751	0	mf	n	00000000	f	n	751
poke_icon_0752_000_mf_n_00000000_f_n^u.png	752	0	mf	n	00000000	f	n	752
poke_icon_0753_000_mf_n_00000000_f_n^u.png	753	0	mf	n	00000000	f	n	753
poke_icon_0754_000_mf_n_00000000_f_n^u.png	754	0	mf	n	00000000	f	n	754
poke_icon_0755_000_mf_n_00000000_f_n^u.png	755	0	mf	n	00000000	f	n	755
poke_icon_0756_000_mf_n_00000000_f_n^u.png	756	0	mf	n	00000000	f	n	756
poke_icon_0757_000_mf_n_00000000_f_n^u.png	757	0	mf	n	00000000	f	n	757
poke_icon_0758_000_fo_n_00000000_f_n^u.png	758	0	fo	n	00000000	f	n	758
poke_icon_0759_000_mf_n_00000000_f_n^u.png	759	0	mf	n	00000000	f	n	759
poke_icon_0760_000_mf_n_00000000_f_n^u.png	760	0	mf	n	00000000	f	n	760
poke_icon_0761_000_fo_n_00000000_f_n^u.png	761	0	fo	n	00000000	f	n	761
poke_icon_0762_000_fo_n_00000000_f_n^u.png	762	0	fo	n	00000000	f	n	762
poke_icon_0763_000_fo_n_00000000_f_n^u.png	763	0	fo	n	00000000	f	n	763
poke_icon_0764_000_mf_n_00000000_f_n^u.png	764	0	mf	n	00000000	f	n	764
poke_icon_0765_000_mf_n_00000000_f_n^u.png	765	0	mf	n	00000000	f	n	765
poke_icon_0766_000_mf_n_00000000_f_n^u.png	766	0	mf	n	00000000	f	n	766
poke_icon_0767_000_mf_n_00000000_f_n^u.png	767	0	mf	n	00000000	f	n	767
poke_icon_0768_000_mf_n_00000000_f_n^u.png	768	0	mf	n	00000000	f	n	768
poke_icon_0769_000_mf_n_00000000_f_n^u.png	769	0	mf	n	00000000	f	n	769
poke_icon_0770_000_mf_n_00000000_f_n^u.png	770	0	mf	n	00000000	f	n	770
poke_icon_0771_000_mf_n_00000000_f_n^u.png	771	0	mf	n	00000000	f	n	771
poke_icon_0772_000_uk_n_00000000_f_n^u.png	772	0	uk	n	00000000	f	n	772
poke_icon_0773_000_uk_n_00000000_f_n^u.png	773	0	uk	n	00000000	f	n	773
poke_icon_0773_001_uk_n_00000000_f_n^u.png	773	1	uk	n	00000000	f	n	773Fig
poke_icon_0773_002_uk_n_00000000_f_n^u.png	773	2	uk	n	00000000	f	n	773Fly
poke_icon_0773_003_uk_n_00000000_f_n^u.png	773	3	uk	n	00000000	f	n	773Poi
poke_icon_0773_004_uk_n_00000000_f_n^u.png	773	4	uk	n	00000000	f	n	773Gro
poke_icon_0773_005_uk_n_00000000_f_n^u.png	773	5	uk	n	00000000	f	n	773Roc
poke_icon_0773_006_uk_n_00000000_f_n^u.png	773	6	uk	n	00000000	f	n	773Bug
poke_icon_0773_007_uk_n_00000000_f_n^u.png	773	7	uk	n	00000000	f	n	773Gho
poke_icon_0773_008_uk_n_00000000_f_n^u.png	773	8	uk	n	00000000	f	n	773Ste
poke_icon_0773_009_uk_n_00000000_f_n^u.png	773	9	uk	n	00000000	f	n	773Fir
poke_icon_0773_010_uk_n_00000000_f_n^u.png	773	10	uk	n	00000000	f	n	773Wat
poke_icon_0773_011_uk_n_00000000_f_n^u.png	773	11	uk	n	00000000	f	n	773Gra
poke_icon_0773_012_uk_n_00000000_f_n^u.png	773	12	uk	n	00000000	f	n	773Ele
poke_icon_0773_013_uk_n_00000000_f_n^u.png	773	13	uk	n	00000000	f	n	773Psy
poke_icon_0773_014_uk_n_00000000_f_n^u.png	773	14	uk	n	00000000	f	n	773Ice
poke_icon_0773_015_uk_n_00000000_f_n^u.png	773	15	uk	n	00000000	f	n	773Dra
poke_icon_0773_016_uk_n_00000000_f_n^u.png	773	16	uk	n	00000000	f	n	773Dar
poke_icon_0773_017_uk_n_00000000_f_n^u.png	773	17	uk	n	00000000	f	n	773Fai
poke_icon_0774_000_uk_n_00000000_f_n^u.png	774	0	uk	n	00000000	f	n	774
poke_icon_0774_007_uk_n_00000000_f_n^u.png	774	7	uk	n	00000000	f	n	774R
poke_icon_0774_008_uk_n_00000000_f_n^u.png	774	8	uk	n	00000000	f	n	774O
poke_icon_0774_009_uk_n_00000000_f_n^u.png	774	9	uk	n	00000000	f	n	774Y
poke_icon_0774_010_uk_n_00000000_f_n^u.png	774	10	uk	n	00000000	f	n	774G
poke_icon_0774_011_uk_n_00000000_f_n^u.png	774	11	uk	n	00000000	f	n	774B
poke_icon_0774_012_uk_n_00000000_f_n^u.png	774	12	uk	n	00000000	f	n	774I
poke_icon_0774_013_uk_n_00000000_f_n^u.png	774	13	uk	n	00000000	f	n	774V
poke_icon_0775_000_mf_n_00000000_f_n^u.png	775	0	mf	n	00000000	f	n	775
